HSTYear,HSTMonth,HSTDay,HSTHour,HSTMin,HSTSec,Temp(C),Dew_Pt(C),RH(%),Wspd(mph),Wdir(deg),Peak_Wspd(mph),Pres(mb),Rain(mm),PW(mm)
2022,9,27,8,15,1,5.15,-22.89,10,0,0,0,,,
2022,9,27,8,16,1,5.15,-22.89,10,0,0,0,,,
2022,9,27,8,17,1,5.32,-22.91,10,0,0,0,,,
2022,9,27,8,18,1,5.32,-22.91,10,0,0,0,,,
2022,9,27,8,19,2,5.48,-22.89,11,0,0,0,,,
2022,9,27,8,20,2,5.48,-22.89,11,0,0,0,,,
2022,9,27,8,21,1,5.49,-22.88,11,0,0,0,,,
2022,9,27,8,22,1,5.49,-22.88,11,0,0,0,,,
2022,9,27,8,23,1,5.43,-22.89,10,0,0,0,,,
2022,9,27,8,24,2,5.43,-22.89,10,0,0,0,,,
2022,9,27,8,25,1,5.73,-22.88,10,0,0,0,,,
2022,9,27,8,26,1,5.73,-22.88,10,0,0,0,,,
2022,9,27,8,27,1,5.6,-22.9,10,0,0,0,,,
2022,9,27,8,28,1,5.6,-22.9,10,0,0,0,,,
2022,9,27,8,29,1,5.65,-22.86,10,0,0,0,,,
2022,9,27,8,30,1,5.65,-22.86,10,0,0,0,,,
2022,9,27,8,31,1,5.85,-22.88,10,0,0,0,,,
2022,9,27,8,32,1,5.85,-22.88,10,0,0,0,,,
2022,9,27,8,33,1,5.8,-22.87,10,0,0,0,,,
2022,9,27,8,34,1,5.8,-22.87,10,0,0,0,,,
2022,9,27,8,35,1,5.83,-22.88,10,0,0,0,,,
2022,9,27,8,36,1,5.83,-22.88,10,0,0,0,,,
2022,9,27,8,37,1,5.69,-22.89,10,0,0,0,,,
2022,9,27,8,38,1,5.69,-22.89,10,0,0,0,,,
2022,9,27,8,39,1,5.92,-22.91,10,0,0,0,,,
2022,9,27,8,40,1,5.92,-22.91,10,0,0,0,,,
2022,9,27,8,41,1,5.97,-22.87,10,0,0,0,,,
2022,9,27,8,42,1,5.97,-22.87,10,0,0,0,,,
2022,9,27,8,43,1,5.95,-22.89,10,0,0,0,,,
2022,9,27,8,44,1,5.95,-22.89,10,0,0,0,,,
2022,9,27,8,45,1,5.95,-22.92,10,0,0,0,,,
2022,9,27,8,46,1,5.95,-22.92,10,0,0,0,,,
2022,9,27,8,47,1,6.4,-22.88,10,0,0,0,,,
2022,9,27,8,48,1,6.4,-22.88,10,0,0,0,,,
2022,9,27,8,49,1,6.42,-22.9,10,0,0,0,,,
2022,9,27,8,50,1,6.42,-22.9,10,0,0,0,,,
2022,9,27,8,51,1,6.4,-22.92,10,0,0,0,,,
2022,9,27,8,52,1,6.4,-22.92,10,0,0,0,,,
2022,9,27,8,53,1,6.42,-22.91,10,0,0,0,,,
2022,9,27,8,54,1,6.42,-22.91,10,0,0,0,,,
2022,9,27,8,55,1,6.42,-22.91,10,0,0,0,,,
2022,9,27,8,56,1,6.42,-22.91,10,0,0,0,,,
2022,9,27,8,57,1,6.45,-22.92,10,0,0,0,,,
2022,9,27,8,58,1,6.45,-22.92,10,0,0,0,,,
2022,9,27,8,59,1,6.57,-22.9,10,0,0,0,,,
2022,9,27,9,0,1,6.57,-22.9,10,0,0,0,,,
2022,9,27,9,1,1,6.92,-22.93,10,0,0,0,,,
2022,9,27,9,2,1,6.92,-22.93,10,0,0,0,,,
2022,9,27,9,3,1,6.95,-22.94,10,0,0,0,,,
2022,9,27,9,4,1,6.95,-22.94,10,0,0,0,,,
2022,9,27,9,5,1,7.1,-22.94,10,0,0,0,,,
2022,9,27,9,6,1,7.1,-22.94,10,0,0,0,,,
2022,9,27,9,7,1,6.88,-22.93,9,0,0,0,,,
2022,9,27,9,8,1,6.88,-22.93,9,0,0,0,,,
2022,9,27,9,9,1,6.83,-22.95,10,0,0,0,,,
2022,9,27,9,10,1,6.83,-22.95,10,0,0,0,,,
2022,9,27,9,11,1,6.79,-22.98,10,0,0,0,,,
2022,9,27,9,12,1,6.79,-22.98,10,0,0,0,,,
2022,9,27,9,13,1,6.56,-22.97,9,0,0,0,,,
2022,9,27,9,14,1,6.56,-22.97,9,0,0,0,,,
2022,9,27,9,15,1,6.5,-22.94,9,0,0,0,,,
2022,9,27,9,16,1,6.5,-22.94,9,0,0,0,,,
2022,9,27,9,17,1,6.53,-22.98,9,0,0,0,,,
2022,9,27,9,18,1,6.53,-22.98,9,0,0,0,,,
2022,9,27,9,19,1,6.68,-23,10,0,0,0,,,
2022,9,27,9,20,1,6.68,-23,10,0,0,0,,,
2022,9,27,9,21,1,6.5,-22.97,10,0,0,0,,,
2022,9,27,9,22,1,6.5,-22.97,10,0,0,0,,,
2022,9,27,9,23,1,6.72,-22.98,10,0,0,0,,,
2022,9,27,9,24,1,6.72,-22.98,10,0,0,0,,,
2022,9,27,9,25,1,6.5,0,10,0,0,0,,,
2022,9,27,9,26,1,6.5,0,10,0,0,0,,,
2022,9,27,9,27,1,6.5,0,10,0,0,0,,,
2022,9,27,9,28,1,6.5,0,10,0,0,0,,,
2022,9,27,9,29,1,6.5,-23.02,10,0,0,0,,,
2022,9,27,9,30,1,6.5,-23.02,10,0,0,0,,,
2022,9,27,9,31,1,6.39,-23.02,10,0,0,0,,,
2022,9,27,9,32,1,6.39,-23.02,10,0,0,0,,,
2022,9,27,9,33,1,6.26,-23.02,10,0,0,0,,,
2022,9,27,9,34,1,6.26,-23.02,10,0,0,0,,,
2022,9,27,9,35,1,6.02,-22.98,10,0,0,0,,,
2022,9,27,9,36,1,6.02,-22.98,10,0,0,0,,,
2022,9,27,9,37,1,6.12,-23,10,0,0,0,,,
2022,9,27,9,38,1,6.12,-23,10,0,0,0,,,
2022,9,27,9,39,1,6.43,-22.99,10,0,0,0,,,
2022,9,27,9,40,1,6.43,-22.99,10,0,0,0,,,
2022,9,27,9,41,1,6.37,-23,10,0,0,0,,,
2022,9,27,9,42,2,6.37,-23,10,0,0,0,,,
2022,9,27,9,43,1,6.39,-22.98,11,0,0,0,,,
2022,9,27,9,44,1,6.39,-22.98,11,0,0,0,,,
2022,9,27,9,45,1,6.7,-23.02,10,0,0,0,,,
2022,9,27,9,46,2,6.7,-23.02,10,0,0,0,,,
2022,9,27,9,47,1,6.7,-23.03,10,0,0,0,,,
2022,9,27,9,48,1,6.7,-23.03,10,0,0,0,,,
2022,9,27,9,49,1,6.77,-23.01,10,0,0,0,,,
2022,9,27,9,50,1,6.77,-23.01,10,0,0,0,,,
2022,9,27,9,51,1,6.67,-22.97,10,0,0,0,,,
2022,9,27,9,52,1,6.67,-22.97,10,0,0,0,,,
2022,9,27,9,53,1,6.74,-22.97,11,0,0,0,,,
2022,9,27,9,54,1,6.74,-22.97,11,0,0,0,,,
2022,9,27,9,55,1,6.62,-22.95,11,0,0,0,,,
2022,9,27,9,56,1,6.62,-22.95,11,0,0,0,,,
2022,9,27,9,57,1,6.63,-22.9,10,0,0,0,,,
2022,9,27,9,58,1,6.63,-22.9,10,0,0,0,,,
2022,9,27,9,59,1,6.73,-22.93,12,0,0,0,,,
2022,9,27,10,0,1,6.73,-22.93,12,0,0,0,,,
2022,9,27,10,1,1,6.78,-22.92,10,0,0,0,,,
2022,9,27,10,2,1,6.78,-22.92,10,0,0,0,,,
2022,9,27,10,3,1,6.7,-22.9,10,0,0,0,,,
2022,9,27,10,4,1,6.7,-22.9,10,0,0,0,,,
2022,9,27,10,5,1,6.77,-22.89,10,0,0,0,,,
2022,9,27,10,6,2,6.77,-22.89,10,0,0,0,,,
2022,9,27,10,7,1,6.7,-22.89,10,0,0,0,,,
2022,9,27,10,8,1,6.7,-22.89,10,0,0,0,,,
2022,9,27,10,9,1,7.05,-22.84,10,0,0,0,,,
2022,9,27,10,10,2,7.05,-22.84,10,0,0,0,,,
2022,9,27,10,11,1,7.16,-22.85,10,0,0,0,,,
2022,9,27,10,12,1,7.16,-22.85,10,0,0,0,,,
2022,9,27,10,13,1,7.27,-22.82,10,0,0,0,,,
2022,9,27,10,14,1,7.27,-22.82,10,0,0,0,,,
2022,9,27,10,15,1,6.97,-22.8,10,0,0,0,,,
2022,9,27,10,16,1,6.97,-22.8,10,0,0,0,,,
2022,9,27,10,17,1,7.36,-22.76,10,0,0,0,,,
2022,9,27,10,18,2,7.36,-22.76,10,0,0,0,,,
2022,9,27,10,19,1,7.5,-22.78,10,0,0,0,,,
2022,9,27,10,20,1,7.5,-22.78,10,0,0,0,,,
2022,9,27,10,21,1,7.3,-22.76,9,0,0,0,,,
2022,9,27,10,22,2,7.3,-22.76,9,0,0,0,,,
2022,9,27,10,23,1,7.4,-22.72,10,0,0,0,,,
2022,9,27,10,24,1,7.4,-22.72,10,0,0,0,,,
2022,9,27,10,25,1,7.82,-22.73,10,0,0,0,,,
2022,9,27,10,26,1,7.82,-22.73,10,0,0,0,,,
2022,9,27,10,27,1,7.84,-22.74,9,0,0,0,,,
2022,9,27,10,28,1,7.84,-22.74,9,0,0,0,,,
2022,9,27,10,29,1,7.55,-22.72,10,0,0,0,,,
2022,9,27,10,30,1,7.55,-22.72,10,0,0,0,,,
2022,9,27,10,31,1,7.62,-22.73,10,0,0,0,,,
2022,9,27,10,32,1,7.62,-22.73,10,0,0,0,,,
2022,9,27,10,33,1,7.9,-22.71,11,0,0,0,,,
2022,9,27,10,34,2,7.9,-22.71,11,0,0,0,,,
2022,9,27,10,35,1,8.17,-22.71,11,0,0,0,,,
2022,9,27,10,36,1,8.17,-22.71,11,0,0,0,,,
2022,9,27,10,37,1,8.55,-22.69,10,0,0,0,,,
2022,9,27,10,38,1,8.55,-22.69,10,0,0,0,,,
2022,9,27,10,39,1,8.49,-22.66,10,0,0,0,,,
2022,9,27,10,40,1,8.49,-22.66,10,0,0,0,,,
2022,9,27,10,41,1,8.23,-22.65,10,0,0,0,,,
2022,9,27,10,42,1,8.23,-22.65,10,0,0,0,,,
2022,9,27,10,43,1,8.43,-22.65,10,0,0,0,,,
2022,9,27,10,44,1,8.43,-22.65,10,0,0,0,,,
2022,9,27,10,45,1,8.71,-22.62,10,0,0,0,,,
2022,9,27,10,46,1,8.71,-22.62,10,0,0,0,,,
2022,9,27,10,47,1,8.37,-22.61,9,0,0,0,,,
2022,9,27,10,48,2,8.37,-22.61,9,0,0,0,,,
2022,9,27,10,49,1,8.35,-22.59,9,0,0,0,,,
2022,9,27,10,50,1,8.35,-22.59,9,0,0,0,,,
2022,9,27,10,51,1,8.31,-22.59,10,0,0,0,,,
2022,9,27,10,52,1,8.31,-22.59,10,0,0,0,,,
2022,9,27,10,53,1,8.22,-22.59,9,0,0,0,,,
2022,9,27,10,54,1,8.22,-22.59,9,0,0,0,,,
2022,9,27,10,55,1,8.18,-22.54,9,0,0,0,,,
2022,9,27,10,56,1,8.18,-22.54,9,0,0,0,,,
2022,9,27,10,57,1,8.29,-22.54,10,0,0,0,,,
2022,9,27,10,58,1,8.29,-22.54,10,0,0,0,,,
2022,9,27,10,59,1,8.37,-22.53,10,0,0,0,,,
2022,9,27,11,0,1,8.37,-22.53,10,0,0,0,,,
2022,9,27,11,1,1,8.23,-22.51,10,0,0,0,,,
2022,9,27,11,2,2,8.23,-22.51,10,0,0,0,,,
2022,9,27,11,3,1,8.57,-22.5,11,0,0,0,,,
2022,9,27,11,4,1,8.57,-22.5,11,0,0,0,,,
2022,9,27,11,5,1,8.52,-22.47,11,0,0,0,,,
2022,9,27,11,6,1,8.52,-22.47,11,0,0,0,,,
2022,9,27,11,7,1,8.5,-22.44,11,0,0,0,,,
2022,9,27,11,8,2,8.5,-22.44,11,0,0,0,,,
2022,9,27,11,9,1,8.57,-22.43,10,0,0,0,,,
2022,9,27,11,10,1,8.57,-22.43,10,0,0,0,,,
2022,9,27,11,11,1,8.36,-22.38,10,0,0,0,,,
2022,9,27,11,12,1,8.36,-22.38,10,0,0,0,,,
2022,9,27,11,13,2,8.63,-22.38,10,0,0,0,,,
2022,9,27,11,14,1,8.63,-22.38,10,0,0,0,,,
2022,9,27,11,15,1,8.77,-22.33,11,0,0,0,,,
2022,9,27,11,16,1,8.77,-22.33,11,0,0,0,,,
2022,9,27,11,17,1,8.57,-22.31,10,0,0,0,,,
2022,9,27,11,18,1,8.57,-22.31,10,0,0,0,,,
2022,9,27,11,19,1,8.52,0,11,0,0,0,,,
2022,9,27,11,20,1,8.52,0,11,0,0,0,,,
2022,9,27,11,21,1,8.56,0,10,0,0,0,,,
2022,9,27,11,22,2,8.56,0,10,0,0,0,,,
2022,9,27,11,23,1,8.68,-22.2,10,0,0,0,,,
2022,9,27,11,24,1,8.68,-22.2,10,0,0,0,,,
2022,9,27,11,25,2,8.61,-22.15,10,0,0,0,,,
2022,9,27,11,26,1,8.61,-22.15,10,0,0,0,,,
2022,9,27,11,27,1,8.6,-22.11,11,0,0,0,,,
2022,9,27,11,28,1,8.6,-22.11,11,0,0,0,,,
2022,9,27,11,29,1,8.65,-22.08,10,0,0,0,,,
2022,9,27,11,30,1,8.65,-22.08,10,0,0,0,,,
2022,9,27,11,31,1,8.53,-22.08,9,0,0,0,,,
2022,9,27,11,32,1,8.53,-22.08,9,0,0,0,,,
2022,9,27,11,33,1,8.47,-22.01,9,0,0,0,,,
2022,9,27,11,34,1,8.47,-22.01,9,0,0,0,,,
2022,9,27,11,35,1,8.4,-22.01,9,0,0,0,,,
2022,9,27,11,36,1,8.4,-22.01,9,0,0,0,,,
2022,9,27,11,37,1,8.63,-21.99,9,0,0,0,,,
2022,9,27,11,38,2,8.63,-21.99,9,0,0,0,,,
2022,9,27,11,39,1,9.03,-21.95,9,0,0,0,,,
2022,9,27,11,40,1,9.03,-21.95,9,0,0,0,,,
2022,9,27,11,41,1,9.25,-21.94,10,0,0,0,,,
2022,9,27,11,42,1,9.25,-21.94,10,0,0,0,,,
2022,9,27,11,43,1,9.23,-21.9,9,0,0,0,,,
2022,9,27,11,44,1,9.23,-21.9,9,0,0,0,,,
2022,9,27,11,45,1,9.35,0,10,0,0,0,,,
2022,9,27,11,46,1,9.35,0,10,0,0,0,,,
2022,9,27,11,47,1,8.92,0,10,0,0,0,,,
2022,9,27,11,48,1,8.92,0,10,0,0,0,,,
2022,9,27,11,49,2,8.76,-21.83,10,0,0,0,,,
2022,9,27,11,50,1,8.76,-21.83,10,0,0,0,,,
2022,9,27,11,51,1,8.53,-21.85,10,0,0,0,,,
2022,9,27,11,52,1,8.53,-21.85,10,0,0,0,,,
2022,9,27,11,53,1,8.52,-21.79,10,0,0,0,,,
2022,9,27,11,54,1,8.52,-21.79,10,0,0,0,,,
2022,9,27,11,55,1,8.76,-21.81,10,0,0,0,,,
2022,9,27,11,56,1,8.76,-21.81,10,0,0,0,,,
2022,9,27,11,57,1,8.98,-21.79,10,0,0,0,,,
2022,9,27,11,58,1,8.98,-21.79,10,0,0,0,,,
2022,9,27,11,59,1,8.59,-21.78,10,0,0,0,,,
2022,9,27,12,0,1,8.59,-21.78,10,0,0,0,,,
2022,9,27,12,1,1,8.63,-21.75,10,0,0,0,,,
2022,9,27,12,2,1,8.63,-21.75,10,0,0,0,,,
2022,9,27,12,3,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,4,2,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,5,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,6,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,7,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,8,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,9,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,10,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,11,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,12,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,13,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,14,2,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,15,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,16,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,17,2,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,18,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,19,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,20,2,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,21,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,22,2,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,23,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,24,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,25,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,26,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,27,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,28,1,8.53,-21.72,10,0,0,0,,,
2022,9,27,12,29,1,8.57,-21.53,9,0,0,0,,,
2022,9,27,12,30,1,8.57,-21.53,9,0,0,0,,,
2022,9,27,12,31,1,8.44,-21.55,10,0,0,0,,,
2022,9,27,12,32,1,8.44,-21.55,10,0,0,0,,,
2022,9,27,12,33,1,8.78,-21.54,10,0,0,0,,,
2022,9,27,12,34,1,8.78,-21.54,10,0,0,0,,,
2022,9,27,12,35,1,8.92,-21.55,9,0,0,0,,,
2022,9,27,12,36,1,8.92,-21.55,9,0,0,0,,,
2022,9,27,12,37,1,9.36,-21.53,8,0,0,0,,,
2022,9,27,12,38,2,9.36,-21.53,8,0,0,0,,,
2022,9,27,12,39,1,9.76,-21.53,9,0,0,0,,,
2022,9,27,12,40,2,9.76,-21.53,9,0,0,0,,,
2022,9,27,12,41,1,9.49,-21.52,9,0,0,0,,,
2022,9,27,12,42,1,9.49,-21.52,9,0,0,0,,,
2022,9,27,12,43,1,9.29,-21.54,9,0,0,0,,,
2022,9,27,12,44,1,9.29,-21.54,9,0,0,0,,,
2022,9,27,12,45,1,9.19,-21.53,10,0,0,0,,,
2022,9,27,12,46,1,9.19,-21.53,10,0,0,0,,,
2022,9,27,12,47,1,9.06,-21.53,10,0,0,0,,,
2022,9,27,12,48,1,9.06,-21.53,10,0,0,0,,,
2022,9,27,12,49,1,8.93,-21.53,9,0,0,0,,,
2022,9,27,12,50,1,8.93,-21.53,9,0,0,0,,,
2022,9,27,12,51,1,9.07,-21.54,10,0,0,0,,,
2022,9,27,12,52,1,9.07,-21.54,10,0,0,0,,,
2022,9,27,12,53,1,9.03,-21.54,11,0,0,0,,,
2022,9,27,12,54,1,9.03,-21.54,11,0,0,0,,,
2022,9,27,12,55,1,8.96,-21.51,9,0,0,0,,,
2022,9,27,12,56,1,8.96,-21.51,9,0,0,0,,,
2022,9,27,12,57,2,9.28,-21.54,10,0,0,0,,,
2022,9,27,12,58,1,9.28,-21.54,10,0,0,0,,,
2022,9,27,12,59,1,9.65,-21.52,11,0,0,0,,,
2022,9,27,13,0,1,9.65,-21.52,11,0,0,0,,,
2022,9,27,13,1,1,9.55,-21.5,11,0,0,0,,,
2022,9,27,13,2,1,9.55,-21.5,11,0,0,0,,,
2022,9,27,13,3,1,9.52,-21.47,11,0,0,0,,,
2022,9,27,13,4,1,9.52,-21.47,11,0,0,0,,,
2022,9,27,13,5,1,7.95,-21.39,10,0,0,0,,,
2022,9,27,13,6,1,7.95,-21.39,10,0,0,0,,,
2022,9,27,13,7,1,7.75,-21.32,9,0,0,0,,,
2022,9,27,13,8,1,7.75,-21.32,9,0,0,0,,,
2022,9,27,13,9,2,7.93,-21.22,9,0,0,0,,,
2022,9,27,13,10,1,7.93,-21.22,9,0,0,0,,,
2022,9,27,13,11,1,7.14,-21.25,10,0,0,0,,,
2022,9,27,13,12,2,7.14,-21.25,10,0,0,0,,,
2022,9,27,13,13,1,7.16,-21.31,11,0,0,0,,,
2022,9,27,13,14,1,7.16,-21.31,11,0,0,0,,,
2022,9,27,13,15,1,7.51,-21.31,12,0,0,0,,,
2022,9,27,13,16,1,7.51,-21.31,12,0,0,0,,,
2022,9,27,13,17,1,7.76,-21.24,12,0,0,0,,,
2022,9,27,13,18,1,7.76,-21.24,12,0,0,0,,,
2022,9,27,13,19,1,7.04,-21.19,12,0,0,0,,,
2022,9,27,13,20,1,7.04,-21.19,12,0,0,0,,,
2022,9,27,13,21,2,7.68,-21.21,10,0,0,0,,,
2022,9,27,13,22,1,7.68,-21.21,10,0,0,0,,,
2022,9,27,13,23,1,7.1,-21.28,9,0,0,0,,,
2022,9,27,13,24,1,7.1,-21.28,9,0,0,0,,,
2022,9,27,13,25,1,6.34,-21.44,10,0,0,0,,,
2022,9,27,13,26,1,6.34,-21.44,10,0,0,0,,,
2022,9,27,13,27,1,6.63,-21.54,9,0,0,0,,,
2022,9,27,13,28,1,6.63,-21.54,9,0,0,0,,,
2022,9,27,13,29,1,6.56,-21.65,9,0,0,0,,,
2022,9,27,13,30,1,6.56,-21.65,9,0,0,0,,,
2022,9,27,13,31,1,6.07,-21.76,11,0,0,0,,,
2022,9,27,13,32,1,6.07,-21.76,11,0,0,0,,,
2022,9,27,13,33,1,6.51,-21.78,12,0,0,0,,,
2022,9,27,13,34,1,6.51,-21.78,12,0,0,0,,,
2022,9,27,13,35,1,6.03,-21.73,13,0,0,0,,,
2022,9,27,13,36,2,6.03,-21.73,13,0,0,0,,,
2022,9,27,13,37,1,6.85,-21.7,13,0,0,0,,,
2022,9,27,13,38,1,6.85,-21.7,13,0,0,0,,,
2022,9,27,13,39,1,6.65,-21.62,12,0,0,0,,,
2022,9,27,13,40,1,6.65,-21.62,12,0,0,0,,,
2022,9,27,13,41,2,6.12,-21.55,11,0,0,0,,,
2022,9,27,13,42,1,6.12,-21.55,11,0,0,0,,,
2022,9,27,13,43,1,6.08,-21.51,10,0,0,0,,,
2022,9,27,13,44,1,6.08,-21.51,10,0,0,0,,,
2022,9,27,13,45,1,5.81,-21.51,9,0,0,0,,,
2022,9,27,13,46,1,5.81,-21.51,9,0,0,0,,,
2022,9,27,13,47,1,6.31,-21.54,10,0,0,0,,,
2022,9,27,13,48,1,6.31,-21.54,10,0,0,0,,,
2022,9,27,13,49,1,6.99,-21.6,13,0,0,0,,,
2022,9,27,13,50,1,6.99,-21.6,13,0,0,0,,,
2022,9,27,13,51,1,6.68,-21.49,12,0,0,0,,,
2022,9,27,13,52,1,6.68,-21.49,12,0,0,0,,,
2022,9,27,13,53,1,7.16,-21.41,10,0,0,0,,,
2022,9,27,13,54,2,7.16,-21.41,10,0,0,0,,,
2022,9,27,13,55,1,6.32,-21.41,10,0,0,0,,,
2022,9,27,13,56,1,6.32,-21.41,10,0,0,0,,,
2022,9,27,13,57,1,6.26,-21.43,10,0,0,0,,,
2022,9,27,13,58,1,6.26,-21.43,10,0,0,0,,,
2022,9,27,13,59,1,7.06,-21.55,8,0,0,0,,,
2022,9,27,14,0,2,7.06,-21.55,8,0,0,0,,,
2022,9,27,14,1,1,6.59,-21.64,10,0,0,0,,,
2022,9,27,14,2,1,6.59,-21.64,10,0,0,0,,,
2022,9,27,14,3,1,6.67,-21.75,11,0,0,0,,,
2022,9,27,14,4,2,6.67,-21.75,11,0,0,0,,,
2022,9,27,14,5,1,6.39,-21.79,11,0,0,0,,,
2022,9,27,14,6,1,6.39,-21.79,11,0,0,0,,,
2022,9,27,14,7,1,6.51,-21.8,11,0,0,0,,,
2022,9,27,14,8,1,6.51,-21.8,11,0,0,0,,,
2022,9,27,14,9,1,6.79,-21.84,10,0,0,0,,,
2022,9,27,14,10,2,6.79,-21.84,10,0,0,0,,,
2022,9,27,14,11,1,7.53,-21.84,11,0,0,0,,,
2022,9,27,14,12,1,7.53,-21.84,11,0,0,0,,,
2022,9,27,14,13,1,7.53,-21.82,10,0,0,0,,,
2022,9,27,14,14,1,7.53,-21.82,10,0,0,0,,,
2022,9,27,14,15,1,6.8,-21.81,10,0,0,0,,,
2022,9,27,14,16,1,6.8,-21.81,10,0,0,0,,,
2022,9,27,14,17,1,6.08,-21.8,9,0,0,0,,,
2022,9,27,14,18,1,6.08,-21.8,9,0,0,0,,,
2022,9,27,14,19,1,6.45,-21.8,9,0,0,0,,,
2022,9,27,14,20,1,6.45,-21.8,9,0,0,0,,,
2022,9,27,14,21,1,6.22,-21.83,13,0,0,0,,,
2022,9,27,14,22,1,6.22,-21.83,13,0,0,0,,,
2022,9,27,14,23,1,6.19,-21.77,13,0,0,0,,,
2022,9,27,14,24,1,6.19,-21.77,13,0,0,0,,,
2022,9,27,14,25,1,6.06,-21.64,11,0,0,0,,,
2022,9,27,14,26,1,6.06,-21.64,11,0,0,0,,,
2022,9,27,14,27,1,5.9,-21.58,10,0,0,0,,,
2022,9,27,14,28,1,5.9,-21.58,10,0,0,0,,,
2022,9,27,14,29,1,5.71,-21.55,11,0,0,0,,,
2022,9,27,14,30,1,5.71,-21.55,11,0,0,0,,,
2022,9,27,14,31,1,6.23,-21.55,11,0,0,0,,,
2022,9,27,14,32,2,6.23,-21.55,11,0,0,0,,,
2022,9,27,14,33,1,6.39,-21.52,12,0,0,0,,,
2022,9,27,14,34,1,6.39,-21.52,12,0,0,0,,,
2022,9,27,14,35,1,6.57,-21.45,13,0,0,0,,,
2022,9,27,14,36,1,6.57,-21.45,13,0,0,0,,,
2022,9,27,14,37,1,6.67,-21.39,14,0,0,0,,,
2022,9,27,14,38,1,6.67,-21.39,14,0,0,0,,,
2022,9,27,14,39,1,6.12,-21.28,16,0,0,0,,,
2022,9,27,14,40,1,6.12,-21.28,16,0,0,0,,,
2022,9,27,14,41,1,6.18,-21.19,14,0,0,0,,,
2022,9,27,14,42,1,6.18,-21.19,14,0,0,0,,,
2022,9,27,14,43,1,6.27,-21.05,12,0,0,0,,,
2022,9,27,14,44,1,6.27,-21.05,12,0,0,0,,,
2022,9,27,14,45,1,6.61,-20.84,14,0,0,0,,,
2022,9,27,14,46,1,6.61,-20.84,14,0,0,0,,,
2022,9,27,14,47,1,6.4,-20.66,13,0,0,0,,,
2022,9,27,14,48,1,6.4,-20.66,13,0,0,0,,,
2022,9,27,14,49,1,6.16,-20.6,12,0,0,0,,,
2022,9,27,14,50,1,6.16,-20.6,12,0,0,0,,,
2022,9,27,14,51,2,6.05,-20.59,11,0,0,0,,,
2022,9,27,14,52,1,6.05,-20.59,11,0,0,0,,,
2022,9,27,14,53,1,6.29,-20.58,11,0,0,0,,,
2022,9,27,14,54,1,6.29,-20.58,11,0,0,0,,,
2022,9,27,14,55,1,6.42,-20.6,11,0,0,0,,,
2022,9,27,14,56,1,6.42,-20.6,11,0,0,0,,,
2022,9,27,14,57,1,6.51,-20.63,11,0,0,0,,,
2022,9,27,14,58,1,6.51,-20.63,11,0,0,0,,,
2022,9,27,14,59,1,6.16,-20.66,11,0,0,0,,,
2022,9,27,15,0,1,6.16,-20.66,11,0,0,0,,,
2022,9,27,15,1,1,6.01,-20.69,12,0,0,0,,,
2022,9,27,15,2,1,6.01,-20.69,12,0,0,0,,,
2022,9,27,15,3,1,6.15,-20.72,11,0,0,0,,,
2022,9,27,15,4,1,6.15,-20.72,11,0,0,0,,,
2022,9,27,15,5,1,6.19,-20.78,11,0,0,0,,,
2022,9,27,15,6,1,6.19,-20.78,11,0,0,0,,,
2022,9,27,15,7,1,6.37,-20.83,11,0,0,0,,,
2022,9,27,15,8,1,6.37,-20.83,11,0,0,0,,,
2022,9,27,15,9,1,6.19,-20.89,11,0,0,0,,,
2022,9,27,15,10,1,6.19,-20.89,11,0,0,0,,,
2022,9,27,15,11,1,6.39,-20.95,13,0,0,0,,,
2022,9,27,15,12,1,6.39,-20.95,13,0,0,0,,,
2022,9,27,15,13,1,5.98,-21.04,11,0,0,0,,,
2022,9,27,15,14,1,5.98,-21.04,11,0,0,0,,,
2022,9,27,15,15,1,6.03,-21.04,11,0,0,0,,,
2022,9,27,15,16,1,6.03,-21.04,11,0,0,0,,,
